review,rating,sentiment,split
"The first two-thirds of this biopic of fetish model Betty Page are very interesting. Betty, as portrayed with enormous sincerity by Gretchen Mol, comes across as a pleasant, girl-next-door type, who saw nothing wrong with what she did (and there certainly wasn't anything ""wrong"" with it). Director Mary Harron, who also made ""I Shot Andy Warhol"" and ""American Psycho"", recreates Betty's America by mixing old black and white stock footage with new, degraded, black and white footage. Once Betty lands in Florida and starts working with Bunny Yeager, color is introduced. Betty's notoriety was mostly the result of her work with Paula and Irving Klaw (Lili Taylor, in a great performance, and Chris Bauer), as well as John Willie (Jared Harris). The scenes where Harron recreates Betty's bondage photography sessions are fascinating and adroitly executed. The early purveyors of fetish material are not portrayed too condescendingly and we get a sense that these folks were part of a tight ""community"". Betty never had too much of a problem with her notoriety, although we get the impression that her reputation prevented her from gaining legitimacy in the straight acting world. Because the film's third act is virtually non-existent, we are left with the impression that we have been watching a feature length documentary on Betty Page rather than a structured drama. Flaws aside, it's a film well worth catching and represents yet another fine feather in the cap of producer Christine Vachon.",7,1,train
"Eric Valette is obviously a talented film-maker, and so are the two guys who wrote the script. Therefore Maléfique is a great flick, made with just a few bucks but also tons of imagination. Well, I'm a bit exaggerating, but nevertheless I'm sincere. So, if you like dark, gory movies, go and see this one. It's really worth it.",9,1,train
"We saw this at one of the local art movie theaters in the Montrose area of Houston, TX. It was a total surprise compared to the write-up in the theater's newsletter but we were both blown away by the artistry. It was beautifully done and (apparently) photographed in a schloss (German name for château) somewhere in the Munich area. It is a very explicit exploration of the sexual relationships of a group of twentyish men and women isolated from the day-to-day constraints. It is fantastic on more levels than I can remember. We came home after the movie and talked and talked until about 4 am the next morning.<br /><br />The version we saw was in English (mostly) so there must be at least two versions since the first reviewer saw the movie in (probably its original) German version. I searched and searched for a video tape version but never came up with anything. Would absolutely love to have a VHS or DVD version of this. It explores relationships at a fundamental level and is also a great tutorial on how to relate to your partner. If anyone knows the writer/director, please convince him to release again, preferably on DVD these days. I cannot even imagine getting tired of watching the candid performance of the actors who are now probably all in their forties. Please, please bring it back.",10,1,train
"Bo Derek's beauty and John Derek's revolutionary direction make this film worthwhile. <br /><br />Bo, looking more gorgeous than ever, is a recently widowed woman who is experiencing visitations from her 'dead' husband (Anthony Quinn). He has a plan. Bo must procure the body of a young man so that her ghost of a husband can make his transformation from spectre back to corporeal life. Can she find a fitting candidate? How will she do him in so Tony can do his thing? <br /><br />With Bo's attributes, John's unique direction, Quinn's film presence, and, thanks to John, a very pretty exotic look to the entire film, this movie is pleasant viewing.",10,1,train
"My siblings and I stumbled upon The Champions when our local station aired re-runs of it one summer in the 1970's. We absolutely adored it. There was something so exotic and mysterious about it, especially when compared to the usual American re-runs (Petticoat Junction, Green Acres... you get the idea). It had a similar feel to The Avengers (not too much of a surprise, since it was also British and in the spy/adventure genre).<br /><br />I would love to see it again now -- hopefully it holds up. I've mentioned this show to others and no one has ever heard of it, so I began to wonder if I'd imagined its whole existence. But the wonder that is the web has allowed me track down information about it. Hopefully it will find a new generation of fans.",7,1,train
"Wow, I forgot how great this movie was until I stumbled upon it while looking through the garage. It's a kind of strange combination of a bio of Michael Jackson, a collection of musical vignettes, and a story about a super hero fighting to save some little kids. The vignettes are good (especially Speed Demon), but the best part of this movie is the super hero segment, in which Michael Jackson turns into a car, a robot, and finally a spaceship (and it's just as weird as it sounds). Joe Pesci is hilarious, and has enough cool imagery and great music to entertain throughout!<br /><br />The real gem however is the incredible ""Smooth Criminal"" video, which makes the movie worth owning for that part alone!",10,1,train
"Who votes in these ratings? ""Jacknife"" is a beautifully acted, brilliantly observed piece of work, with actors on top of their game, especially Ed Harris and the peerless Robert DeNiro(please don't mention Marlon Brando in the same breath of this man-see ""Taxi Driver"" for confirmation of this point). Is it a 'mundane' movie because it doesn't have sex/meaningless action/nudity in it. This movie is about the complexities of the characters involved. Ed Harris makes you feel every moment with him and his emotional outburst towards the end is heartbreaking. The part where he orders a young man in a bar to take off his army clothes is a wonderful observation of how fashion and the movies exploit tragic situations and how frustrated real men must feel to see a young upstart sporting military attire. While we are on this subject, ""Casino"" 7.8 out of 10? One of the greatest films of all time, from one of the greatest directors, starring THE greatest movie actor of all time, with the scariest film psychotic gangster ever, only warrants just above average? COME ON!!!!!",9,1,train
"Back in 2004 I saw ""True"", Tom Tykwer's contribution to Paris Je T'aime. When I saw it I loved it and became thrilled. It became my favorite short film and made me appreciate the format so much. Of course I wanted to watch the whole film, and I would even check who was attached, etc.<br /><br />Yesterday I finally saw it, courtesy of the internet.<br /><br />First of all I must say that it looks AWESOME. The photography is BEAUTIFUL in every short and shot, at the worst being nothing special - but still brilliant and clear. Later I read the trivia here, and maybe it's how scanning in 6K gives more justice to all the DP's work. My special favorites are the ""Quais de Seine"" first scene (that sunlight!), the Sin City-esquire (but better for me) ""Quartier de la Madeleine"", and ""14th Arrondisement"" - but you know, what the hell I like them all: ""True"" or ""Faubourg Saint-Denis"" still makes me nervous with those brilliant colours (my eyes, they tremble!) and ""Quartier Latin"" is gold imprisoned on silver. Beautiful.<br /><br />Yes, these are some BEAUTIFUL short films.<br /><br />Now let's get onto the content. I very much (and I mean VERY MUCH) like the eclecticism that is so successfully felt. You never have have the same themes or treatment between two shorts, and I think the formula is restrictive enough to let all these artists explore beautiful and deepening things inside the shorts. I loved coming from a simple love story into a crazy-Chinese-musical-in-Paris-with-Barbet-Schroeder into a social commentary into a terror comedy into a humble monologue. I love surprises! And this film has them! It's great they took a chance to let all these director's flesh out things that are not usual in mainstream cinema (which I have come to heavily despise). It's not heavily experimental, but I can breath the breathing space these people had.<br /><br />I like the small time and I love the acting. I love the simplicity and I love the love. I like the simple feelings and the beauty and the eclecticism and in general it's a film that is very very very nice to see, alone or with someone. To simply feel. It left me feeling very good.<br /><br />There is something about the earnestness in it... it's so frank...<br /><br />What I didn't like? Well, for me there are two shorts that aren't exactly the best - ""Quais de Seine"" (which is good natured, sure, and maybe even necessary, but feels too much like a commercial?) and ""Père-Lachaise"" that even though I love the acting, I felt it's themes were forced. But that of course, is just me. ""Tour Eiffel"" I also didn't love but I think is probably because of my very different sensibility from that of Sylvain Chomet? I don't know if this film has a special interest for people who already know the actor's and directors, and so they can delight in their interaction, in the surprises (look out for Alexander Payne in a funny role) and basically in ""what will this director do with this?"" great question. I enjoyed it very much in that way.<br /><br />I repeat now: Most shorts I loved and all of them together form a beautiful and energetic mix. I definitely recommend it. Definitely!!! So, watch it if you like Eclectic Beautiful Love!",8,1,train
"When my now college age daughter was in preschool, this miniseries appeared on A&E from 8-9 each morning. My neighbor and I made a pact that we wouldn't miss a minute of Jane Eyre and our kids were late for preschool every morning for the whole week. Good choice.<br /><br />I'd forgotten how much I loved this movie until I got out my old VHS copy recently. Timothy Dalton is very handsome, but still perfect as Rochester. The dark, craggy face, the imperious demeanor tempered with humor and tenderness were straight from the pages of the book. Although Dalton eats a little scenery, I couldn't sit through an adaptation starring wimpy William Hurt or grumpy Ciaran Hinds. The magic here is that women love Dalton and get caught up in the romance.<br /><br />I would love to know what's become of Zelah Clarke. She is dead on as Jane, quiet, formal, saying volumes with but a look. The sparkle in her eyes gives viewers a glimpse of the strength and spirited nature that helped Jane survive the mistreatment she endured in youth. Criticism of her performance as ""wooden"" is misplaced. A servant in a proper English household would have maintained just such a demeanor, but she speaks passionately when overcome with emotion. Unlike many other screen Janes, she appears plain enough to be Jane yet pretty enough to allow the audience to buy Rochester's attraction to her.<br /><br />Bronte's dialog is a large part of why the book endures the script keeps much of it intact. Dalton and Clarke capture the interplay between Jane and Rochester with wit and quiet intensity. Although Jane appears as plain and sweet as vanilla custard, she refuses to be cowed by the dark, blustery Rochester. The two leads play off each other beautifully. <br /><br />This is the most perfect adaptation of the best romance novel ever.",10,1,train
"This well conceived and carefully researched documentary outlines the appalling case of the Chagos Islanders, who, it shows, between 1969 and 1971, were forcibly deported en masse from their homeland through the collusion of the British and American governments. Anglo-American policy makers chose to so act due to their perception that the islands would be strategically vital bases for controlling the Indian Ocean through the projection of aerial and naval power. At a time during the Cold War when most newly independent post-colonial states were moving away from the Western orbit, it seems British and American officials rather felt that allowing the islanders to decide the fate of the islands was not a viable option. Instead they chose to effect the wholesale forcible removal of the native population. The film shows that no provision was made for the islanders at the point of their ejection, and that from the dockside in Mauritius where they were left, the displaced Chagossian community fell into three decades of privation, and in these new circumstances, beset by homesickness, they suffered substantially accelerated rates of death.<br /><br />Following the passage of more than three decades, however, in recent months (and years), following the release of many utterly damning papers from Britain's Public Record Office (one rather suspects that there was some mistake, and these papers were not supposed to have ever been made public), resultant legal appeals by the Chagossian community in exile have seen British courts consistently find in favour of the islanders and against the British State. As such, the astonishing and troubling conclusions drawn out in the film can only reasonably be seen as proved. Nevertheless, the governments of Great Britain and the United States have thus far made no commitment to return the islands to what the courts have definitively concluded are the rightful inhabitants. This is a very worthwhile film for anyone to see, but it is an important one for Britons and Americans to watch. To be silent in the face of these facts is to be complicit in a thoroughly ugly crime.",10,1,train
"THE FOURTH MAN (Paul Verhoeven - Netherlands 1983).<br /><br />A film based on a novella by Gerard Reve, that works best as a thriller. That's quite surprising, considering Reve roughly needs a hundred pages for just a minor plot twist and tension is the last thing on my mind when reading his work.<br /><br />""The Fourth Man"" is top-heavy on symbolism. Paul Verhoeven is generally extremely preoccupied with proving something to mostly hostile critics and I'm never sure what it is exactly he is trying to prove. He usually underestimates his audience and tells his story in such an unsubtle way, he quickly diverges from the original idea or storyline, and almost seems to forget what needs to be seen on screen and what needs to be left out. In ""The Fourth Man"" he is not as explicit on detailing the plot as he is with sex and nudity (of which there's plenty) but, as in most of his films, he seems afraid the audience wouldn't get it and hammers home the story with overt symbolism mixed with some supposedly shocking nudity and graphic sex scenes. There's hardly a scene without sex or full-frontal nudity, most of it so maddeningly gratuitous and in your face, it undermines an otherwise good story. <br /><br />Nevertheless, when you can cope with Verhoeven's pretty obvious satiric approach, it's quite an entertaining thriller at times with some intriguing plot twists and good performances all round, Thom Hoffman and Jeroen Krabbé in particular.<br /><br />Camera Obscura --- 7/10",7,1,train
"A lot of the user comments i have seen on the IMDB for this movie don't really do it justice. First of all, let me just say that this movie is not to be taken seriously. It's supposed to be a fun, yet stupid movie, that doesn't require one to think, only to enjoy it. If you watch this movie with the intent to see a masterpiece in either filmmaking or in humour, then you will be sorely disappointed. Yet, if you want to just watch a goofy movie with some talented actors/actresses, and some good catch-phrases, then you will enjoy it.",7,1,train
"The film is based on Kipling's heroic lines that inspire Hollywood's biggest movie 1939.Out of the drumbeat rhythm of Kipling's most famous 85 lines rises a picture that will become known as the one great movie of the year.Big on the score of its armies in battle,its war elephants,its bandit hordes,its terror temples Thugs and mystic mountains of India .The picture is bigger still in its scope and sweep,is thrill and action but biggest biggest of all in the life breathes through three(Gary Grant,Victor McLagen and Douglas Fairbanks Jr) roaring,reckless,swaggering sons of the thundering gunfighters men who stride its mighty scenes in the flesh and blood of high adventure,it's a honest film of it all that makes Gunga Din a new experience in entertainment .Joan Fontaine gambled her against the valiant sergeants three.The romance between Fontaine and Fairbanks Jr aflame through dangerous days and nights of terror in a land where anything can happen. The motion picture has thrills for a thousand movies plundered for one mighty show.It's a fabulous,furious and far-flung adventure with the red-blood and gunpowder heroes who rise from the storied mystery of India and storm the screen with the lusty,rousing,robust life-thunder of men who fight for the love of it and love for the fun of it.The pictures is interpreted for the brave and roguish Gary Grant who rounded hundred villains Thugs and the mean Guru(Eduardo Ciannelli), Grant shouts : You're under arrest!.Besides is the heroic water man,Sam Jaffe,who regiment colonel(Montagu Love) says of him : You're a better man than I am,Gunga Din!",7,1,train
"The movie took a new angle to Gandhi's life, which is nice to see and it shows how human he was. His relationship with Harilal is something that Gandhi was troubled by and mentioned it several times as his failure as a father in his autobiography.<br /><br />My big gripe is that I thought Gandhi was surprisingly uncharismatic in the movie. It could have been better acted by the person who played Gandhi. Some of Gandhi's statements seemed too smug and it seemed as if he was intentionally portrayed in a negative light in some parts of the movie.<br /><br />The movie is not really all-rounded, but focused only narrowly on the relationship of the father and son. The rest is blurred out and only used to show the time frame and the general setting of the movie.<br /><br />Overall nice movie if you keep in mind that it is not a complete picture.",7,1,train
