review,rating,sentiment,split
"[CONTAINS SPOILERS!!!]<br /><br /> Timon and Pumbaa are watching The Lion King. Timon decides to go back BEFORE the beginning, to when the story really began. So they go back. Way back. Back even before Simba was born. Back to Timon's old home which was miles away from Pride Rock. A clan of meerkats burrowed underground to hide from hyenas. The worst digger in the clan was a pompous, self-centered meerkat named Timon. His mother took pity on him but Uncle Max just shook his head. Mother suggested putting Timon on sentry duty; Timon had dreams of a bigger and better place out there somewhere. Just then, hyenas Shenzi, Bonzai and Ed arrived and nearly killed poor Uncle Max. That did it. The other meerkats just wanted Timon to go away while Timon took it upon himself to leave. So he kissed his mom goodbye and started off. He didn't get very far before he started getting homesick. Just then he met Rafiki, who taught him to look beyond what he sees. Timon had no clue what that meant so he continued on and met a warthog named Pumbaa, who was all alone due to a flatulence problem. Timon and Pumbaa join up then, but Timon declared them acquaintances, rather than friends.<br /><br /> They soon arrive at Pride Rock where all the zebras, antelopes, wildebeests, rhinoceroses, giraffe's, elephants and many other plain animals had gathered. What was going on? Timon didn't care. They pressed on. Timon then saw Rafiki atop Pride Rock lifting into the air something he couldn't see. Just then all the animals took a bow. Was this to honor the birth of the new king? No, Pumbaa had passed gas and the animals were bowing to cover their noses; Timon and Pumbaa try an assortment of new homes, but each are discomforting due to incessant singing or hyenas or a large stampede of wildebeests! Pumbaa and Timon suddenly find themselves heading down stream. When they reach land, Timon decides to give up. But then they gaze around at their newfound paradise. It was beautiful: trees and water falls as far as the eye could see. Timon named the place after a strange phrase he learned from Rafiki: Hakuna Matata. Timon and Pumbaa go out bowling for buzzards one afternoon when they suddenly run into Simba. They take him under their wing and become father figures. They teach him the arts of bug eating and belching contests. Pretty soon, a teenage Simba takes on Timon in a snail slurping contest. Simba won, leaving Timon deathly ill.<br /><br /> Then one day, Simba's childhood friend Nala arrived. Timon and Pumbaa just knew she'd break up the friendship. Suddenly, Simba runs away. Nala and Pumbaa race after him, but not Timon. He chose to stay at ""Hakuna Matata"" by himself, until Rafiki ""talked"" some sense into him, so he joins his friends at Pride Rock. Timon's mother and Uncle Max arrive then. While Simba battles Scar, Mother and Max dig a large hole to trap hyenas Shenzi, Bonzai and Ed in. It worked. Scar is soon flung down the same hole where he is devoured by the hyenas. Then all is well. Mother, Uncle Max and the rest of the meerkats go live with Timon and Pumbaa in the paradise that is Hakuna Matata. Back to the present, Timon and Pumbaa finish the movie when suddenly Mother, Uncle Max, Simba and Rafiki want to watch it again. So do Mickey Mouse, Donald Duck, Goofy, Snow White, the Seven Dwarfs, Dumbo, Peter Pan, the Lost Boys, Mad Hatter, March Hare, Genie, Aladdin, and Jasmine.<br /><br /> Well, I must say that The Lion King 1 1/2 wasn't as good as I had hoped. It was too ridiculous and silly. The original Lion King was a masterpiece. It had a serious story with light comedy thrown in. This one was just silly and made a mockery of it. I swear, sometimes Timon and Pumbaa are just way too overplayed. They're overplayed to the point of no longer being funny, just annoying. The original voice cast is back: Nathan Lane as Timon, Ernie Sabella as Pumbaa, Matthew Broddrick as Adult Simba, Whoopi Goldberg as Shenzi, Cheech Marin as Bonzai, Jim Cummings as Ed, Robert Guillame as Rafiki. New to the cast are Julie Kavner of TV's (Too) long running series The Simpsons as Timon's mom and Jerry Stiller as Uncle Max. So anyway, this movie isn't The Lion King III, and it isn't II because there already is a II. It takes place right after Part I and Part II is a ways away. Hence, it's 1 1/2. In conclusion, I don't recommend this to die hard Lion King fans because it's far too ridiculous and frivilous. However the kids will love it so I recommend it to them. I hope this will also be the LAST Lion King movie. Two is enough. ""The Lion King 1 1/2"". What we've come to expect from Disney sequel makers.<br /><br />-",2,0,train
"Basically, a dentist husband-wife team and their 3 daughters deal with infidelity. The premise is interesting, the acting is good, and the music, although sometimes abrupt and without direction, is pretty cool.<br /><br />The problem is the plot. The husband dentist drops his wife off backstage at an opera before the show (she has a minor role) and then walks back in to give her something, but sees her with another man. The rest of the movie deals with his angst about this episode, his visual hallucinations and a macho alter-ego (Denis Leary, a former patient of his) and his fear in confronting his wife lest he will have to ""do something about it."" I won't tell you the ending, but let me say that the film goes nowhere and the ending is like a sputtering whimper. The motivations of the characters are missing: Why is she cheating on him? He's a dentist, decent looking, good father. The film doesn't say. Who's she doing it with? Don't expect any answers on that either. Why does he want to keep the marriage going in spite of all this? Who knows. What purpose does all the kids vomiting serve? Where is this film going? Good performances by Campbell Scott and Hope Davis (and Denis Leary as comic relief)are completely wasted by this stilted nonsense which doesn't know if it wants to be American Beauty or a family film. A root canal is more interesting. Avoid it.",4,0,train
"The Fluffer may have strong elements of porn industry truth to it - but that doesn't make up for the fact that it's pretty shabbily directed and acted - and with a very mediocre script.<br /><br />B grade from start to the exceedingly drawn out finish.<br /><br />It would be embarassing to think of the general public being offered this piece as an example of state of the art gay film making.<br /><br />Hopefully it has a limited life in the gay film festival circuit and is allowed to die a natural death on video.<br /><br />This film will open the Queer Film Weekend in Brisbane on April 10, 2002. I think its success there will be strongly influenced by the amount of alcohol consumed in the preceding cocktail party - they're gonna need it.",3,0,train
"Bloodsuckers has the potential to be a somewhat decent movie, the concept of military types tracking down and battling vampires in space is one with some potential in the cheesier realm of things. Even the idea of the universe being full of various different breeds of vampire, all with different attributes, many of which the characters have yet to find out about, is kind of cool as well. As to how most of the life in the galaxy outside of earth is vampire, I'm not sure how the makers meant for that to work, given the nature of vampires. Who the hell they are meant to be feeding on if almost everyone is a vampire I don't know. As it is the movie comes across a low budget mix of Firefly/Serenity and vampires movies with a dash of Aliens.<br /><br />The action parts of the movie are pretty average and derivative (Particularly of Serenity) but passable- they are reasonably well executed and there is enough gore for a vampire flick, including some of the comical blood-spurting variety. There is a lot of character stuff, most of which is tedious, coming from conflicts between characters who mostly seem like whiny, immature arseholes- primarily cowboy dude and Asian woman. There are a few character scenes that actually kind of work and the actors don't play it too badly but it mostly slows things down. A nice try at fleshing the characters out but people don't watch a movie called Bloodsuckers for character development and drama. The acting is actually okay. Michael Ironside hams it up and is as fun to watch as ever and at least of a couple of the women are hot. The space SFX aren't too bad for what is clearly a low budget work. The story is again pretty average and derivative but as I said the world created has a little bit of potential. The way things are set up Bloodsuckers really does seem like the pilot for a TV series- character dynamics introduced, the world introduced but not explored, etc. <br /><br />The film does have a some highlights and head scratching moments- the kind of stuff that actually makes these dodgy productions watchable. -The scene where our heroes interrogate a talking sock puppet chestburster type creature. Hilarious. - The ""sex scene."" WTF indeed. -The credit ""And Michael Ironside as Muco."" The most annoying aspect of it all though is the really awful and usually inappropriate pop music they have playing very loud over half the scenes of the movie. It is painful to listen to and only detracts from what is only average at best.<br /><br />Basically an okay watch is you're up for something cheesy, even if it is just for the ""chestburster"" scene.",4,0,train
"Weak plot, unlikely car malfunction, and helpless fumbling characters. At first I thought this movie was made during the seventies, since the picture quality, as well as the storyline and drama seemed taken from an old Kojac episode. When I checked and found that it was really made as late as -97 I was astonished. This is by far one of the worst and least (thriller) movies I have ever seen.<br /><br />If you read this, be advised, if you see it you waste time when you could have done something more exciting, like watching paint dry.",2,0,train
"I was so eager to see this one of my favorite TV shows.I saw Universal trademark followed with a newly acquainted title and theme song which still impress me.Computer animation on some scenery like a solid title name""The Jetsons"" or a dimension view of a spaceship approaching an amusement park and more made this version splendid and fantastic.Shortly after that till the end...I couldn't believe my eyes!!!!How lucky I was that I could forget all I had seen.Just songs by Tiffany and its theme song in new arrangement were in my head.Anyway,I wish to see this space-aged family (also The Flintstones and Yogi Bear) in all graphic computer design as Toy story or Bug's life.The best style for Hanna-Barbera's in my opinion.",1,0,train
If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.,1,0,train
"Bought this movie in the bargain bin at Rogers Video store for $2. I enjoy a good B movie now and then and figured this looked like a good one.<br /><br />The movie is quite cliche ""1970's"" and is quite groovy for that. Unfortunately the story line is hard to follow and not a lot happens in the movie. In fact, I turned it off after watching it for 45 minutes and figured a week later that I should watch the whole thing no matter how slow it was.<br /><br />The movie has good spots in it, but you have to wait and wait and wait.......for them.<br /><br />If you are into B movies, this might just be for you, just be warned that the movie is slow and not much really happens, and did I mention not much story line either...<br /><br />",2,0,train
"This film ends with a speech in which the narrator tells us the fates of two of the lead characters and that the names of people and places have been changed...before telling us that relation to actual people and events are purely coincidental. This ending line actually sums up everything that has gone before it; as Rino Di Silvestro's messy film completely lacks vision, and if there is any point to the plot; it wasn't put there on purpose. Werewolf Woman is often seen as a guilty pleasure or a 'so bad it's good' film, but I completely disagree. Normally, I enjoy films like this; but Werewolf Woman is indeed a bad film, and despite all the sex and savagery on display; it doesn't even make for a fun watch, and that really is unforgivable. The film really doesn't have much plot, but the thin sliver we are given involves a young woman, who also happens to dream that she is a werewolf. She dreams of going out and finding men, having sex with them and eventually killing them. Back in the real world, she falls in love, but her lover is killed and she goes out for revenge...<br /><br />The film is made up of scenes of sex and gore, which are padded out with extremely dull talking sequences in which various characters mull over the recent events. These scenes are probably there to forward the plot and build characters; but they really don't do that, and succeed only in turning what could have been a passable exploitation romp into an extremely underwhelming film. It would seem that the director was more interested in style and atmosphere than the plot, and this is shown by the fact that the film looks and sounds nice. The sex scenes are often overlong and not very erotic, but the gore works well. The premise is ripe for giving way to a very sexy slice of exploitation, as there's plenty of naked women, and the fact that the central character has a werewolf origin means that there could be plenty of erotica; but this isn't capitalised on, and while I can stomach huge doses of bad acting and poorly done plot lines, I really can't stand watching films and being bored. Overall, I wouldn't even recommend this film to big exploitation fans. There's plenty of better stuff than this out there, and while the title may sound intriguing - the film isn't.",4,0,train
"Oh man, I know what your thinking: ""With a title like that, I can't go wrong!"" Uh yes you can. I too, loved the title, but man I hated the stupid kid that played ""Satan's little helper"" I hated the mom too, and the sister/daughter, and her boyfriend - I hated all those people! Man, it was agony watching this sometimes! The ONLY reason this doesn't get 1/10 is becuz condsidering the low budget, they did OK. But oh man did I hate those actors, so stupid! I knew it was going to be bad, I guess they saved a lot of money on just using halloween masks for the killer, and the Jesus costume at the end was really stupid too. Oh the agony, do not watch!",2,0,train
"An absolutely atrocious adaptation of the wonderful children's book. Crude and inappropriate humor, some scary parts, and a sickening side story about the mom's boyfriend wanting to send the boy away to military school to get him out of the way makes this totally inappropriate for the kids who will most likely want to see it because of the book (3-8) yr olds. Don't waste your money, your time, or your good judgement.",1,0,train
"I still don't know why I forced myself to sit through the whole thing. This ""film"" wasn't worth the Memorex DVD-R it was burned on; I thought I was watching the end result of a group of middle schoolers stealing their parents' camcorder. This is by far the worst movie ever made. I truly, from the bottom of my heart, want to sue Aaron Yamasato for the two hours he stole from my life.<br /><br />So apparently, it's supposed to be bad on purpose; However, if you should end up in Hell and are forced to watch this 90-minute coil of doo-doo, you'll see that Yamasato is really trying hard to make an awesome flick. The actors attempt dramatic kick-ass performances comparable to Crimson Tide but come closer to The Marine.<br /><br />The crap acting is just the tip of the iceberg. The camera angles are awful. The story is C-movie at best-- the plot isn't even good enough to be considered B-movie caliber. The dialogue attempts to be dynamic and witty, but is crap like everything else. Rumor has it that a hard copy of the screenplay actually attracts flies. Plus, the techno score is annoying... not because it's techno, but because it's NON-STOP. That's right, the music plays in the background THE WHOLE TIME, acting as a subliminal reminder of how bad this thing is. I don't care what the disclaimer claims, I don't buy it. BOTS was not made this bad on purpose, because it takes itself WAY too serious for what it was: a joke.<br /><br />This ""film"" was very low-budget. But that is no excuse for its record-setting suck factor. Great films are born of substance, not budget. BOTS had neither.<br /><br />Allow me to further articulate the overwhelming power of this 90-minute waste of time: if I were having a three-way with Jessica Alba and Jessica Biel in front of a TV and Blood of the Samurai came on, I'd be out of there quicker than Steven Seagal in Executive Decision.<br /><br />Undoubtedly, some people will try to defend the movie. Two, maybe three. They'll say, ""it's grindhouse chop-socky!"" or ""cheesy in a good way!"" or ""it's so bad, it's good!"" Those people are idiots. A movie is either good, or it's bad. There's no such thing as a good bad movie. But there ARE such things as idiots that like crappy movies. Don't get me wrong; there are lots of cornball not-to-be-taken-seriously movies out there that are enjoyable and entertaining. Slither is one. BOTS is not.<br /><br />This suckfest runs about an hour and a half, and in my humble opinion, it's 90 minutes too long. The best thing about this ""film"" is the DVD cover, so next time you're near the Wal-Mart DVD bargain bin, take a look at it-- DON'T TOUCH IT, just look-- and quietly walk away.",1,0,train
"I just rented this movie to see Dolph Lundgren, whom I hadn't seen in any movies since Rocky IV. Unfortunately this movie was a big disappointment. The acting of all the parties was bad except for Mr. Lundgren, who was okay-ish. Kata Dobó was something nice to look at despite her ridiculous outfit and make-up.<br /><br />The plot is not at all clever, it's something that's been repeated a million times in different movies. The crooks were utterly stereotypical, and Lundgren's character hadn't any depth in it. I didn't really expect a movie masterpiece, but unfortunately this is not even decent action. Every turn in the plot is extremely predictable and the unbelievable amount of over-the-top unrealism and comic-book like characters started to annoy me strongly pretty soon.<br /><br />I would recommend this to young kids wanting some comic-like action, but only if nothing else is available.<br /><br />1/10. (I guess the current average vote of 7.0 with 6 votes must have been influenced by somebody involved in making this movie)",1,0,train
At first i thought that it was just about Eddie Murphy talking to some stupid animals. I was right. Some people called this movie Eddie Murphy's comeback! Who are these people? Jesus if this is the best he can come up with he can just stay away. What was the story again? I was so annoyed by all the lame jokes i forgot. I should have walked out on this one.,4,0,train
"My friend's mom used to work at a video store and got to preview movies before they came out, so when she brought home The Convent, a horror movie, i couldn't wait to watch it. Given that it's supposed to be scary but is actually downright hilarious, I can say that in some weird way, I like this movie. <br /><br />yes, the acting is bad, and yes, it's the cheapest movie i've ever seen, but it's so damn funny! ""WHAT, ARE YOU SMOKING CA-RACK?!"" i didn't know this movie even was ever released... i figured it was too bad... <br /><br />Yeah, so... overall the movie is pretty bad (you gotta admit that much at least) but I promise you, you will get a good laugh out of it.<br /><br />*this movie kinda sucks but it's good for a laugh... especially that guy that holds the 'dagger of despair'.. THE DAGGER OF DESPAAAAAAIR!",2,0,train
"This movie has the made for TV stink all over it. Though, it started out with great intentions, featuring great looking sets and authentic props and costumes. The film quickly degenerated into horrible on the nose cheesy dialogue, and rushed TV sappy melodramatic acting. The characters were so sappy that at times I thought that they are about to degenerate into a bilious puddle of goo, and the action was so convoluted and poorly cut that it looked as it the soldiers were merely standing around and taking turns shooting at one another. The Germans were so unrealistically depicted that it was painful to watch. The only thing that the German officers talked about was how wonderful the Americans are. Please take my word for this. I am a huge fan of the war genre, and this movie is crap. Nevertheless, this DVD does have an excellent extra feature, covering letters from the WWI front lines, thus making this rental not a total waste of my time.",3,0,train
"Let me tell you something about this movie. I have seen it twice. The first time I was a kid and the movie was quite entertaining to me. I really liked it. I thought it was funny and interesting and the main character was kind of cool.<br /><br />I saw it again a few days ago. It was horrible. Really. I don't know why I thought it was funny before but now... I didn't laugh at all. There was nothing even slightly entertaining. It was just dumb. The story was weak. The acting was nothing special. There are great actors in this movie but still the acting is mediocre at best.<br /><br />What is the worst is the fact that this movie is racist. Really. Don't get me wrong, usually I don't complain about racism in movies. However I have seen people complaining about the lack of black men in movies like 'The Shaolin Temple' or about the fact that the only black man in 'The Street Fighter' is one of the bad guys or... Whatever, you get the point. There are people seeing racism everywhere. I wonder how would they react to a movie like 'The Meteor Man'. Why? I will tell you why. There are no Asians in this movie. There are no white people among the good guys. In fact there is only one white guy in the entire movie and he is the leader of the bad guys. All the good guys are African Americans. Don't get me wrong, I don't care is the good guy is black or white or yellow or pink or green... What I do care about is the fact that we can barely see a white person in this movie. This is the only movie like that that I have ever seen. It is just not realistic. If there is only one black man in a Japanese movie which is the case with 'The street Fighter' there is no problem - in Japan most of the people are Asians. But if there is only one white man in an American movie there is some sort of problem - in USA most of the people are white. It is like filming a Japanese movie with entirely white cast and only one Asian as a bad guy. Just not real.<br /><br />That is it. I am giving the movie the rate of 4/10. It would be 1/10 if I hadn't have fun with it as a kid.",4,0,train
"Two old men sitting on a park bench . I don`t really have a problem with this scene - Only problem is that it`s not a scene it`s the entire movie<br /><br />Yup movies don`t get anymore low concept than this . They also don`t get anymore boring than this either , but there`s worse to come because these two old men are chalk and cheese . One is Nat Moyer who is Yiddish communist while the other is Midge Carter a former golden gloves champion who`s also black . Let me see now , a Jew and a black man sitting on a park bench getting along fine . Well I guess it`s possible though unlikely , but if this film has such an inoffensive scenario why play up to the Jewish stereotype ? Why make them loud tribilistic rabble rousers who take hebrew oaths ? Slightly ironic that the Jews seen at the start of the movie are exactly the type of Jews seen in Nazi propaganda films in the 1930s<br /><br />Stereotypes aside moi dearz the problem with I`M NOT RAPPAPORT is that it`s written for an entirely different meduim than cinema , it`s based on a stage play and it shows . Walter Matthau sleepwalks through his role as Nat while this commentator almost slept through the whole movie",4,0,train
